text,label
git gud trash x100,spam_toxic
This Place is really awesome.,clean
That was a craping disaster.,profanity
Holy crap!,profanity
This is bitch.,profanity
Everyone love the movie.,clean
This crappy is broken.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
You recommend working here.,clean
He should jump off a bridge.,abuse
cry more kid cry more kid,spam_toxic
hahaha git gud trash,spam_toxic
I don't give a asshole.,profanity
All immigrants are inferiors.,hate_speech
Just my damn luck.,profanity
The Weather is really helpful.,clean
"Such parasites, typical of muslims.",hate_speech
I am so shiting tired.,profanity
I hope You dies.,abuse
hahaha KYS,spam_toxic
"I hate christians, they deserve to die.",hate_speech
uninstall the game!!!,spam_toxic
We think about this place.,clean
The Food is really beautiful.,clean
He learned working here.,clean
"Such parasites, typical of immigrants.",hate_speech
hahaha KYS,spam_toxic
He's a complete bitch.,profanity
I am so fucking tired.,profanity
jews should be killed.,hate_speech
You saw working here.,clean
You're nothing but a idiot.,abuse
"I hate asians, they should be killed.",hate_speech
I hope Your mom dies.,abuse
The New Update is really good.,clean
uninstall the game x100,spam_toxic
We heard about the movie.,clean
men are inferior.,hate_speech
Just my crappy luck.,profanity
hahaha uninstall the game,spam_toxic
ez pz get rekt ez pz get rekt,spam_toxic
We need to get rid of asians.,hate_speech
I went to the food.,clean
Holy damn!,profanity
UR SO BAD HAHAHA x100,spam_toxic
men ruin everything.,hate_speech
He went to this place.,clean
What the bullshit is this?,profanity
This guy should jump off a bridge.,abuse
"Go kill yourself, The OP!",abuse
This New Song is really amazing.,clean
ez pz get rekt ez pz get rekt,spam_toxic
Your mom should jump off a bridge.,abuse
muslims deserve to die.,hate_speech
We recommend the new update.,clean
You went to the food.,clean
The company saw this place.,clean
He's a complete crap.,profanity
I am so crappying tired.,profanity
Holy bullshit!,profanity
UR SO BAD HAHAHA!!!,spam_toxic
KYS!!!,spam_toxic
All christians are terrorists.,hate_speech
hahaha git gud trash,spam_toxic
The Food is really interesting.,clean
KYS!!!,spam_toxic
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
I hope Your family dies.,abuse
That Book is really okay.,clean
hahaha SPAM SPAM SPAM,spam_toxic
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
You should jump off a bridge.,abuse
I don't give a crap.,profanity
The team saw the movie.,clean
All whites are animals.,hate_speech
Holy bullshit!,profanity
You're nothing but a moron.,abuse
All women are freaks.,hate_speech
Shut up you absolute retard.,abuse
The Movie is really interesting.,clean
You are a complete loser.,abuse
Shut up you absolute loser.,abuse
asians are inferior.,hate_speech
"Go kill yourself, You!",abuse
All gays are trash.,hate_speech
He should jump off a bridge.,abuse
I am so bitching tired.,profanity
Are you bitching kidding me?,profanity
The team went to working here.,clean
You heard about the new update.,clean
My friend like working here.,clean
gays ruin everything.,hate_speech
Shut up you absolute coward.,abuse
The Weather is really interesting.,clean
Shut up you absolute loser.,abuse
You're nothing but a ugly piece of trash.,abuse
He's a complete bitch.,profanity
This Place is really helpful.,clean
The author are a complete failure.,abuse
This crap is broken.,profanity
The New Update is really informative.,clean
gays belong in jail.,hate_speech
This Place is really great.,clean
I hope The author dies.,abuse
Shut up you absolute moron.,abuse
LMAO UR TRASH!!!,spam_toxic
The Weather is really great.,clean
This New Song is really interesting.,clean
"Such freaks, typical of christians.",hate_speech
All gays are trash.,hate_speech
He are a complete idiot.,abuse
I am so crappying tired.,profanity
women are a disease.,hate_speech
NOOB NOOB NOOB x100,spam_toxic
I am so bitching tired.,profanity
hahaha KYS,spam_toxic
Holy shit!,profanity
Holy bullshit!,profanity
My friend recommend the new update.,clean
Shut up you absolute coward.,abuse
Just my crappy luck.,profanity
The Weather is really good.,clean
This crap is broken.,profanity
The company will visit that book.,clean
This is asshole.,profanity
cry more kid lmaooo,spam_toxic
What the damn is this?,profanity
"I hate asians, they should be deported.",hate_speech
LMAO UR TRASH LMAO UR TRASH,spam_toxic
"I hate jews, they are a disease.",hate_speech
All women are scum.,hate_speech
SPAM SPAM SPAM lmaooo,spam_toxic
uninstall the game lmaooo,spam_toxic
My friend like the match.,clean
All hispanics are animals.,hate_speech
LMAO UR TRASH x100,spam_toxic
She love the movie.,clean
That Book is really great.,clean
Holy fucking!,profanity
We need to get rid of jews.,hate_speech
Nobody likes He.,abuse
You're nothing but a coward.,abuse
I hope The OP dies.,abuse
We think about the movie.,clean
hahaha ez pz get rekt,spam_toxic
All asians are freaks.,hate_speech
You enjoy the movie.,clean
"Go kill yourself, You!",abuse
"I hate muslims, they should be deported.",hate_speech
You're nothing but a coward.,abuse
This New Song is really okay.,clean
LMAO UR TRASH lmaooo,spam_toxic
This Place is really helpful.,clean
Shut up you absolute idiot.,abuse
I hope This guy dies.,abuse
"I hate hispanics, they should be deported.",hate_speech
LMAO UR TRASH LMAO UR TRASH,spam_toxic
What the damn is this?,profanity
KYS lmaooo,spam_toxic
SPAM SPAM SPAM!!!,spam_toxic
uninstall the game lmaooo,spam_toxic
The team heard about the new update.,clean
NOOB NOOB NOOB lmaooo,spam_toxic
Just my bullshit luck.,profanity
Nobody likes Your family.,abuse
Nobody likes The author.,abuse
Are you fuckinging kidding me?,profanity
hahaha git gud trash,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
She will visit this place.,clean
"Such trash, typical of immigrants.",hate_speech
He's a complete shit.,profanity
The company learned the weather.,clean
This is fucking.,profanity
What the crappy is this?,profanity
I hope You dies.,abuse
"Such inferiors, typical of gays.",hate_speech
All christians are trash.,hate_speech
I will visit working here.,clean
I am so assholeing tired.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
"Such inferiors, typical of immigrants.",hate_speech
"Such inferiors, typical of whites.",hate_speech
Your family should jump off a bridge.,abuse
We need to get rid of men.,hate_speech
We need to get rid of muslims.,hate_speech
Just my crap luck.,profanity
men should be deported.,hate_speech
What the crap is this?,profanity
You're nothing but a pathetic joke.,abuse
We love the food.,clean
They saw the new update.,clean
"Go kill yourself, This guy!",abuse
She are a complete retard.,abuse
All blacks are inferiors.,hate_speech
"I hate men, they are inferior.",hate_speech
hahaha cry more kid,spam_toxic
"Go kill yourself, Your mom!",abuse
"Go kill yourself, You!",abuse
hahaha NOOB NOOB NOOB,spam_toxic
This New Song is really beautiful.,clean
You love this place.,clean
"Go kill yourself, Your family!",abuse
Nobody likes Your family.,abuse
We need to get rid of christians.,hate_speech
I don't give a fucking.,profanity
You're nothing but a moron.,abuse
This crappy is broken.,profanity
uninstall the game x100,spam_toxic
The Food is really nice.,clean
We went to that book.,clean
Just my asshole luck.,profanity
The Weather is really okay.,clean
Shut up you absolute loser.,abuse
Are you motherfuckering kidding me?,profanity
All muslims are inferiors.,hate_speech
Are you damning kidding me?,profanity
immigrants belong in jail.,hate_speech
hahaha LMAO UR TRASH,spam_toxic
UR SO BAD HAHAHA!!!,spam_toxic
This guy are a complete coward.,abuse
The team enjoy the movie.,clean
NOOB NOOB NOOB!!!,spam_toxic
"Such inferiors, typical of hispanics.",hate_speech
"Such inferiors, typical of women.",hate_speech
The team like the match.,clean
Holy crappy!,profanity
KYS KYS,spam_toxic
She are a complete ugly piece of trash.,abuse
This is bitch.,profanity
"Go kill yourself, This guy!",abuse
My friend think about the food.,clean
Are you bullshiting kidding me?,profanity
You like this new song.,clean
What the bitch is this?,profanity
"I hate whites, they belong in jail.",hate_speech
Nobody likes Your family.,abuse
We saw the weather.,clean
"Such animals, typical of muslims.",hate_speech
They love the new update.,clean
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
That was a bullshiting disaster.,profanity
This is shit.,profanity
hahaha KYS,spam_toxic
"Go kill yourself, The author!",abuse
We need to get rid of gays.,hate_speech
Shut up you absolute coward.,abuse
He's a complete shit.,profanity
LMAO UR TRASH lmaooo,spam_toxic
Everyone saw that book.,clean
SPAM SPAM SPAM lmaooo,spam_toxic
hahaha UR SO BAD HAHAHA,spam_toxic
Holy crappy!,profanity
ez pz get rekt lmaooo,spam_toxic
ez pz get rekt ez pz get rekt,spam_toxic
SPAM SPAM SPAM x100,spam_toxic
The team like the match.,clean
The Weather is really good.,clean
All men are inferiors.,hate_speech
muslims ruin everything.,hate_speech
"Go kill yourself, Your family!",abuse
Working Here is really interesting.,clean
"I hate gays, they should be killed.",hate_speech
"I hate men, they are inferior.",hate_speech
This asshole is broken.,profanity
He's a complete crap.,profanity
This motherfucker is broken.,profanity
Shut up you absolute retard.,abuse
Nobody likes The OP.,abuse
All hispanics are trash.,hate_speech
"I hate muslims, they should be deported.",hate_speech
Holy shit!,profanity
git gud trash lmaooo,spam_toxic
uninstall the game x100,spam_toxic
hahaha UR SO BAD HAHAHA,spam_toxic
"Go kill yourself, The OP!",abuse
That was a damning disaster.,profanity
KYS!!!,spam_toxic
We need to get rid of women.,hate_speech
The author should jump off a bridge.,abuse
Nobody likes He.,abuse
"Such animals, typical of whites.",hate_speech
He's a complete crappy.,profanity
asians belong in jail.,hate_speech
Holy bitch!,profanity
My friend went to working here.,clean
We will visit the new update.,clean
hahaha SPAM SPAM SPAM,spam_toxic
All blacks are invaders.,hate_speech
I hope The author dies.,abuse
The New Update is really nice.,clean
asians should be killed.,hate_speech
git gud trash x100,spam_toxic
hahaha uninstall the game,spam_toxic
The OP are a complete dumbass.,abuse
Are you bitching kidding me?,profanity
The Food is really nice.,clean
That Book is really beautiful.,clean
cry more kid x100,spam_toxic
We love the new update.,clean
The Weather is really helpful.,clean
ez pz get rekt!!!,spam_toxic
ez pz get rekt x100,spam_toxic
The Weather is really beautiful.,clean
Are you fuckinging kidding me?,profanity
I don't give a bitch.,profanity
We learned the food.,clean
"Such freaks, typical of asians.",hate_speech
Are you fuckinging kidding me?,profanity
The Match is really amazing.,clean
I like the movie.,clean
All immigrants are freaks.,hate_speech
We recommend the weather.,clean
This New Song is really beautiful.,clean
Your mom are a complete failure.,abuse
This is asshole.,profanity
hahaha NOOB NOOB NOOB,spam_toxic
The Weather is really helpful.,clean
Nobody likes This guy.,abuse
You're nothing but a loser.,abuse
We need to get rid of men.,hate_speech
The company heard about the new update.,clean
Shut up you absolute pathetic joke.,abuse
hahaha NOOB NOOB NOOB,spam_toxic
I hope She dies.,abuse
hahaha NOOB NOOB NOOB,spam_toxic
Everyone recommend that book.,clean
I hope He dies.,abuse
My friend learned working here.,clean
This guy should jump off a bridge.,abuse
hahaha git gud trash,spam_toxic
"Such inferiors, typical of whites.",hate_speech
"Such scum, typical of christians.",hate_speech
This New Song is really good.,clean
I hope The OP dies.,abuse
I am so bullshiting tired.,profanity
"I hate gays, they should be killed.",hate_speech
Nobody likes He.,abuse
The Match is really nice.,clean
This is damn.,profanity
The Food is really interesting.,clean
cry more kid lmaooo,spam_toxic
We need to get rid of men.,hate_speech
He recommend that book.,clean
They saw the match.,clean
I hope He dies.,abuse
The team saw the new update.,clean
The company enjoy this new song.,clean
Just my fuck luck.,profanity
Are you assholeing kidding me?,profanity
hispanics should be killed.,hate_speech
Shut up you absolute moron.,abuse
I heard about the food.,clean
uninstall the game uninstall the game,spam_toxic
This is fucking.,profanity
The company learned the food.,clean
The Movie is really amazing.,clean
He's a complete fuck.,profanity
"Such terrorists, typical of men.",hate_speech
This Place is really informative.,clean
I enjoy the weather.,clean
Nobody likes He.,abuse
What the damn is this?,profanity
This New Song is really interesting.,clean
I hope This guy dies.,abuse
All christians are parasites.,hate_speech
Just my damn luck.,profanity
Are you assholeing kidding me?,profanity
We need to get rid of christians.,hate_speech
This New Song is really interesting.,clean
I am so shiting tired.,profanity
We need to get rid of blacks.,hate_speech
What the fuck is this?,profanity
I hope You dies.,abuse
uninstall the game uninstall the game,spam_toxic
SPAM SPAM SPAM x100,spam_toxic
"Go kill yourself, Your mom!",abuse
"Go kill yourself, She!",abuse
He's a complete bitch.,profanity
"I hate jews, they should be killed.",hate_speech
SPAM SPAM SPAM lmaooo,spam_toxic
The Food is really great.,clean
I don't give a crap.,profanity
NOOB NOOB NOOB x100,spam_toxic
We need to get rid of muslims.,hate_speech
What the fucking is this?,profanity
They recommend the movie.,clean
Holy damn!,profanity
I am so fuckinging tired.,profanity
UR SO BAD HAHAHA lmaooo,spam_toxic
"Go kill yourself, You!",abuse
Nobody likes The OP.,abuse
You're nothing but a idiot.,abuse
What the asshole is this?,profanity
That was a damning disaster.,profanity
Shut up you absolute retard.,abuse
"Such parasites, typical of men.",hate_speech
"I hate immigrants, they ruin everything.",hate_speech
Shut up you absolute failure.,abuse
We need to get rid of women.,hate_speech
Everyone will visit this place.,clean
hahaha KYS,spam_toxic
LMAO UR TRASH LMAO UR TRASH,spam_toxic
Holy motherfucker!,profanity
Working Here is really amazing.,clean
I hope Your mom dies.,abuse
What the fucking is this?,profanity
hahaha SPAM SPAM SPAM,spam_toxic
What the fuck is this?,profanity
NOOB NOOB NOOB lmaooo,spam_toxic
We need to get rid of men.,hate_speech
uninstall the game!!!,spam_toxic
Shut up you absolute loser.,abuse
Holy bitch!,profanity
Holy damn!,profanity
"I hate gays, they ruin everything.",hate_speech
Are you fucking kidding me?,profanity
Nobody likes You.,abuse
That Book is really informative.,clean
immigrants are a disease.,hate_speech
This is crap.,profanity
hahaha uninstall the game,spam_toxic
Shut up you absolute dumbass.,abuse
You're nothing but a loser.,abuse
"Such scum, typical of immigrants.",hate_speech
uninstall the game!!!,spam_toxic
All gays are animals.,hate_speech
"Such scum, typical of men.",hate_speech
Nobody likes The author.,abuse
muslims ruin everything.,hate_speech
"Go kill yourself, The author!",abuse
cry more kid cry more kid,spam_toxic
KYS lmaooo,spam_toxic
"Go kill yourself, Your mom!",abuse
NOOB NOOB NOOB x100,spam_toxic
I recommend that book.,clean
The company went to the food.,clean
I hope Your mom dies.,abuse
git gud trash lmaooo,spam_toxic
All jews are inferiors.,hate_speech
"Such trash, typical of jews.",hate_speech
I hope She dies.,abuse
We think about the match.,clean
Just my shit luck.,profanity
Shut up you absolute retard.,abuse
The New Update is really awesome.,clean
He's a complete shit.,profanity
Are you motherfuckering kidding me?,profanity
The Movie is really interesting.,clean
This is bullshit.,profanity
git gud trash!!!,spam_toxic
The New Update is really amazing.,clean
uninstall the game uninstall the game,spam_toxic
Your mom are a complete coward.,abuse
KYS x100,spam_toxic
"Such parasites, typical of men.",hate_speech
He's a complete asshole.,profanity
This shit is broken.,profanity
Holy bullshit!,profanity
asians should be killed.,hate_speech
UR SO BAD HAHAHA x100,spam_toxic
This Place is really okay.,clean
The OP should jump off a bridge.,abuse
Are you crappying kidding me?,profanity
We need to get rid of whites.,hate_speech
This is fuck.,profanity
hahaha UR SO BAD HAHAHA,spam_toxic
You should jump off a bridge.,abuse
"I hate muslims, they should be killed.",hate_speech
muslims are inferior.,hate_speech
This fuck is broken.,profanity
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
The Weather is really nice.,clean
All immigrants are scum.,hate_speech
Just my bullshit luck.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
That was a fuckinging disaster.,profanity
hahaha cry more kid,spam_toxic
This motherfucker is broken.,profanity
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
hahaha ez pz get rekt,spam_toxic
We enjoy the food.,clean
This Place is really helpful.,clean
hahaha git gud trash,spam_toxic
LMAO UR TRASH!!!,spam_toxic
"I hate muslims, they should be deported.",hate_speech
I don't give a bitch.,profanity
This is bullshit.,profanity
This guy should jump off a bridge.,abuse
This is shit.,profanity
The Match is really awesome.,clean
hahaha LMAO UR TRASH,spam_toxic
That Book is really informative.,clean
"I hate asians, they deserve to die.",hate_speech
LMAO UR TRASH!!!,spam_toxic
KYS!!!,spam_toxic
I hope You dies.,abuse
Everyone will visit the food.,clean
That Book is really great.,clean
cry more kid!!!,spam_toxic
"I hate men, they are a disease.",hate_speech
Your family should jump off a bridge.,abuse
All hispanics are invaders.,hate_speech
That was a motherfuckering disaster.,profanity
"I hate hispanics, they are a disease.",hate_speech
"Such parasites, typical of muslims.",hate_speech
"I hate asians, they belong in jail.",hate_speech
hahaha LMAO UR TRASH,spam_toxic
LMAO UR TRASH lmaooo,spam_toxic
uninstall the game!!!,spam_toxic
Your family should jump off a bridge.,abuse
The Food is really good.,clean
"Go kill yourself, The OP!",abuse
He's a complete fuck.,profanity
The team went to that book.,clean
This is bullshit.,profanity
That Book is really informative.,clean
The Food is really good.,clean
This guy should jump off a bridge.,abuse
We need to get rid of gays.,hate_speech
git gud trash x100,spam_toxic
He should jump off a bridge.,abuse
I am so fucking tired.,profanity
What the asshole is this?,profanity
You're nothing but a coward.,abuse
"Such parasites, typical of whites.",hate_speech
What the fuck is this?,profanity
I hope She dies.,abuse
All whites are inferiors.,hate_speech
ez pz get rekt lmaooo,spam_toxic
That Book is really nice.,clean
That was a bullshiting disaster.,profanity
uninstall the game lmaooo,spam_toxic
"I hate women, they are a disease.",hate_speech
We will visit the match.,clean
The New Update is really awesome.,clean
SPAM SPAM SPAM!!!,spam_toxic
Shut up you absolute loser.,abuse
We need to get rid of jews.,hate_speech
That was a crappying disaster.,profanity
cry more kid lmaooo,spam_toxic
Shut up you absolute ugly piece of trash.,abuse
The Movie is really okay.,clean
You're nothing but a loser.,abuse
The Movie is really interesting.,clean
"I hate jews, they ruin everything.",hate_speech
blacks are a disease.,hate_speech
He's a complete shit.,profanity
Shut up you absolute dumbass.,abuse
git gud trash!!!,spam_toxic
cry more kid cry more kid,spam_toxic
The author are a complete retard.,abuse
You're nothing but a moron.,abuse
LMAO UR TRASH LMAO UR TRASH,spam_toxic
I hope The OP dies.,abuse
"Such freaks, typical of whites.",hate_speech
I don't give a shit.,profanity
Shut up you absolute coward.,abuse
women deserve to die.,hate_speech
I am so motherfuckering tired.,profanity
This crap is broken.,profanity
We will visit the match.,clean
hahaha SPAM SPAM SPAM,spam_toxic
Just my damn luck.,profanity
"Such inferiors, typical of gays.",hate_speech
git gud trash x100,spam_toxic
The Food is really interesting.,clean
That was a shiting disaster.,profanity
The Food is really great.,clean
We think about the weather.,clean
She heard about the food.,clean
Just my asshole luck.,profanity
The New Update is really great.,clean
This asshole is broken.,profanity
hahaha ez pz get rekt,spam_toxic
"Such freaks, typical of immigrants.",hate_speech
We need to get rid of immigrants.,hate_speech
git gud trash!!!,spam_toxic
She learned the match.,clean
uninstall the game lmaooo,spam_toxic
NOOB NOOB NOOB lmaooo,spam_toxic
NOOB NOOB NOOB lmaooo,spam_toxic
The Movie is really interesting.,clean
I am so fuckinging tired.,profanity
Everyone love that book.,clean
The Match is really great.,clean
"Such scum, typical of hispanics.",hate_speech
"Such terrorists, typical of women.",hate_speech
What the fuck is this?,profanity
Working Here is really amazing.,clean
We need to get rid of blacks.,hate_speech
Working Here is really nice.,clean
We need to get rid of blacks.,hate_speech
He should jump off a bridge.,abuse
Holy fucking!,profanity
What the crap is this?,profanity
"I hate whites, they deserve to die.",hate_speech
That was a bitching disaster.,profanity
This New Song is really beautiful.,clean
The author should jump off a bridge.,abuse
Shut up you absolute dumbass.,abuse
LMAO UR TRASH!!!,spam_toxic
hahaha uninstall the game,spam_toxic
ez pz get rekt lmaooo,spam_toxic
The Food is really informative.,clean
Working Here is really good.,clean
jews deserve to die.,hate_speech
Are you fucking kidding me?,profanity
This fuck is broken.,profanity
I don't give a crappy.,profanity
whites should be killed.,hate_speech
jews deserve to die.,hate_speech
The company saw the new update.,clean
All gays are trash.,hate_speech
All asians are animals.,hate_speech
That Book is really great.,clean
KYS KYS,spam_toxic
SPAM SPAM SPAM!!!,spam_toxic
"I hate immigrants, they should be killed.",hate_speech
We need to get rid of women.,hate_speech
Everyone went to this place.,clean
git gud trash x100,spam_toxic
christians are a disease.,hate_speech
uninstall the game!!!,spam_toxic
"I hate women, they ruin everything.",hate_speech
women are inferior.,hate_speech
git gud trash!!!,spam_toxic
hahaha NOOB NOOB NOOB,spam_toxic
The OP should jump off a bridge.,abuse
This is crap.,profanity
"I hate hispanics, they are inferior.",hate_speech
cry more kid!!!,spam_toxic
Shut up you absolute pathetic joke.,abuse
NOOB NOOB NOOB!!!,spam_toxic
ez pz get rekt!!!,spam_toxic
"Go kill yourself, He!",abuse
The Match is really informative.,clean
This New Song is really helpful.,clean
You are a complete retard.,abuse
This is asshole.,profanity
That Book is really interesting.,clean
Are you shiting kidding me?,profanity
Just my damn luck.,profanity
whites should be deported.,hate_speech
"Such inferiors, typical of women.",hate_speech
This Place is really nice.,clean
I am so bullshiting tired.,profanity
He's a complete fuck.,profanity
What the motherfucker is this?,profanity
You saw this new song.,clean
That was a motherfuckering disaster.,profanity
hahaha SPAM SPAM SPAM,spam_toxic
This guy are a complete coward.,abuse
Working Here is really okay.,clean
hahaha ez pz get rekt,spam_toxic
"I hate immigrants, they are inferior.",hate_speech
You're nothing but a coward.,abuse
I don't give a shit.,profanity
Shut up you absolute loser.,abuse
You're nothing but a dumbass.,abuse
We need to get rid of asians.,hate_speech
"Such terrorists, typical of hispanics.",hate_speech
We need to get rid of hispanics.,hate_speech
All christians are scum.,hate_speech
The author are a complete moron.,abuse
The New Update is really awesome.,clean
Working Here is really amazing.,clean
That was a damning disaster.,profanity
uninstall the game!!!,spam_toxic
I am so craping tired.,profanity
Your family are a complete loser.,abuse
"I hate men, they are inferior.",hate_speech
We need to get rid of christians.,hate_speech
She should jump off a bridge.,abuse
I hope He dies.,abuse
hahaha ez pz get rekt,spam_toxic
"Go kill yourself, The author!",abuse
This New Song is really okay.,clean
You heard about this place.,clean
Are you fucking kidding me?,profanity
"Such parasites, typical of hispanics.",hate_speech
hahaha uninstall the game,spam_toxic
What the bitch is this?,profanity
Shut up you absolute dumbass.,abuse
He are a complete pathetic joke.,abuse
All jews are parasites.,hate_speech
"Go kill yourself, This guy!",abuse
That Book is really helpful.,clean
hahaha UR SO BAD HAHAHA,spam_toxic
All hispanics are parasites.,hate_speech
I learned this new song.,clean
We need to get rid of gays.,hate_speech
Nobody likes He.,abuse
What the crappy is this?,profanity
This is bullshit.,profanity
This is fucking.,profanity
hahaha NOOB NOOB NOOB,spam_toxic
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
The company love the match.,clean
The Food is really awesome.,clean
Holy fucking!,profanity
"Go kill yourself, This guy!",abuse
The author are a complete coward.,abuse
You're nothing but a pathetic joke.,abuse
All muslims are trash.,hate_speech
Shut up you absolute retard.,abuse
SPAM SPAM SPAM lmaooo,spam_toxic
All gays are trash.,hate_speech
"Such animals, typical of asians.",hate_speech
All jews are terrorists.,hate_speech
hahaha NOOB NOOB NOOB,spam_toxic
This Place is really helpful.,clean
LMAO UR TRASH x100,spam_toxic
Holy damn!,profanity
hahaha ez pz get rekt,spam_toxic
Nobody likes Your mom.,abuse
All men are invaders.,hate_speech
You're nothing but a retard.,abuse
Just my shit luck.,profanity
hahaha SPAM SPAM SPAM,spam_toxic
You're nothing but a pathetic joke.,abuse
He enjoy the movie.,clean
"Go kill yourself, Your family!",abuse
Working Here is really helpful.,clean
"Go kill yourself, He!",abuse
The company like the food.,clean
What the crap is this?,profanity
LMAO UR TRASH LMAO UR TRASH,spam_toxic
hahaha ez pz get rekt,spam_toxic
"Such freaks, typical of muslims.",hate_speech
hahaha NOOB NOOB NOOB,spam_toxic
That was a fucking disaster.,profanity
"Such parasites, typical of men.",hate_speech
KYS!!!,spam_toxic
"Go kill yourself, The OP!",abuse
ez pz get rekt x100,spam_toxic
The Weather is really helpful.,clean
Shut up you absolute failure.,abuse
The Match is really good.,clean
We need to get rid of muslims.,hate_speech
The Movie is really good.,clean
The team think about the match.,clean
Are you craping kidding me?,profanity
Just my motherfucker luck.,profanity
UR SO BAD HAHAHA!!!,spam_toxic
men deserve to die.,hate_speech
We need to get rid of whites.,hate_speech
We will visit this new song.,clean
We need to get rid of christians.,hate_speech
I don't give a asshole.,profanity
We need to get rid of gays.,hate_speech
cry more kid x100,spam_toxic
He's a complete motherfucker.,profanity
Working Here is really helpful.,clean
hispanics should be killed.,hate_speech
muslims belong in jail.,hate_speech
I hope Your family dies.,abuse
"Go kill yourself, He!",abuse
This Place is really okay.,clean
"I hate asians, they belong in jail.",hate_speech
"Such invaders, typical of blacks.",hate_speech
What the fuck is this?,profanity
"I hate men, they are inferior.",hate_speech
I hope Your mom dies.,abuse
We need to get rid of blacks.,hate_speech
cry more kid cry more kid,spam_toxic
That Book is really helpful.,clean
"Go kill yourself, The OP!",abuse
Nobody likes You.,abuse
We need to get rid of women.,hate_speech
That was a fucking disaster.,profanity
gays are inferior.,hate_speech
uninstall the game uninstall the game,spam_toxic
She enjoy the weather.,clean
All blacks are freaks.,hate_speech
What the bullshit is this?,profanity
This is bullshit.,profanity
blacks are inferior.,hate_speech
jews are a disease.,hate_speech
That was a bullshiting disaster.,profanity
He should jump off a bridge.,abuse
You're nothing but a coward.,abuse
That was a fuckinging disaster.,profanity
"Go kill yourself, Your mom!",abuse
You learned this place.,clean
This New Song is really beautiful.,clean
The author should jump off a bridge.,abuse
This Place is really awesome.,clean
You are a complete dumbass.,abuse
UR SO BAD HAHAHA x100,spam_toxic
You're nothing but a failure.,abuse
What the fucking is this?,profanity
Shut up you absolute moron.,abuse
"Such terrorists, typical of men.",hate_speech
KYS lmaooo,spam_toxic
We need to get rid of whites.,hate_speech
The Movie is really okay.,clean
Just my damn luck.,profanity
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
KYS lmaooo,spam_toxic
The team love the movie.,clean
"Such freaks, typical of men.",hate_speech
All christians are parasites.,hate_speech
hahaha uninstall the game,spam_toxic
You're nothing but a pathetic joke.,abuse
We need to get rid of muslims.,hate_speech
The author are a complete ugly piece of trash.,abuse
The team will visit this place.,clean
This Place is really helpful.,clean
SPAM SPAM SPAM x100,spam_toxic
Your family are a complete dumbass.,abuse
hahaha uninstall the game,spam_toxic
All gays are invaders.,hate_speech
NOOB NOOB NOOB lmaooo,spam_toxic
ez pz get rekt!!!,spam_toxic
Nobody likes The OP.,abuse
He's a complete shit.,profanity
uninstall the game x100,spam_toxic
KYS KYS,spam_toxic
"Such animals, typical of hispanics.",hate_speech
He love this new song.,clean
That was a crappying disaster.,profanity
women are a disease.,hate_speech
You are a complete failure.,abuse
ez pz get rekt lmaooo,spam_toxic
The Weather is really great.,clean
ez pz get rekt!!!,spam_toxic
LMAO UR TRASH!!!,spam_toxic
cry more kid!!!,spam_toxic
This damn is broken.,profanity
hahaha git gud trash,spam_toxic
You love this place.,clean
That was a fucking disaster.,profanity
"I hate whites, they are inferior.",hate_speech
I hope The OP dies.,abuse
We need to get rid of muslims.,hate_speech
Nobody likes The author.,abuse
"Go kill yourself, Your mom!",abuse
You're nothing but a coward.,abuse
What the motherfucker is this?,profanity
Shut up you absolute retard.,abuse
hahaha KYS,spam_toxic
I don't give a crap.,profanity
I don't give a fuck.,profanity
Holy asshole!,profanity
The team like the movie.,clean
All blacks are scum.,hate_speech
Shut up you absolute failure.,abuse
I don't give a crappy.,profanity
KYS KYS,spam_toxic
"Such trash, typical of whites.",hate_speech
Working Here is really beautiful.,clean
He's a complete motherfucker.,profanity
You're nothing but a idiot.,abuse
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
LMAO UR TRASH x100,spam_toxic
What the crappy is this?,profanity
Holy shit!,profanity
"Such invaders, typical of blacks.",hate_speech
I am so craping tired.,profanity
hahaha LMAO UR TRASH,spam_toxic
men belong in jail.,hate_speech
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
Nobody likes You.,abuse
LMAO UR TRASH!!!,spam_toxic
You should jump off a bridge.,abuse
ez pz get rekt x100,spam_toxic
All jews are terrorists.,hate_speech
cry more kid x100,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
"Go kill yourself, This guy!",abuse
We learned this new song.,clean
The Food is really interesting.,clean
Are you assholeing kidding me?,profanity
I hope Your mom dies.,abuse
